date,count,mean,std,min,5%,50%,95%,max,approx_up,approx_down,"R (combined, estimate)"
2022-01-07,28.0,1.1804087857142853,0.13178236790629247,1.010012,1.03701605,1.137982,1.4446653,1.501996,1.4446653,1.03701605,1.137982
2022-01-08,28.0,1.1975595357142856,0.11872780104819348,0.973125,1.04459,1.17788,1.4070451,1.41755,1.4070451,1.04459,1.17788
2022-01-09,28.0,1.2265078214285714,0.10948708169157356,1.009134,1.04745675,1.226203,1.37221745,1.381549,1.37221745,1.04745675,1.226203
2022-01-10,28.0,1.262314392857143,0.10104243909123836,1.078814,1.0892171000000002,1.2674370000000001,1.3919917000000002,1.43421,1.3919917000000002,1.0892171000000002,1.2674370000000001
2022-01-11,28.0,1.2939356785714282,0.09618706551454966,1.138418,1.149345,1.2969445,1.4248896500000001,1.486739,1.4248896500000001,1.149345,1.2969445
2022-01-12,28.0,1.3150695357142859,0.09539489410805782,1.171739,1.18149525,1.3148275,1.46242395,1.506362,1.46242395,1.18149525,1.3148275
2022-01-13,28.0,1.3229819642857144,0.09922181115747206,1.154152,1.17793045,1.3340625,1.4797308,1.496657,1.4797308,1.17793045,1.3340625
2022-01-14,28.0,1.3200499285714287,0.1049209188138164,1.138415,1.15882355,1.3291715000000002,1.47508425,1.514151,1.47508425,1.15882355,1.3291715000000002
2022-01-15,28.0,1.3063277142857144,0.10671391371771716,1.126698,1.1319178,1.3063855,1.454289,1.48908,1.454289,1.1319178,1.3063855
2022-01-16,28.0,1.2856640000000001,0.10301529122596498,1.090696,1.10744405,1.293982,1.45126995,1.473235,1.45126995,1.10744405,1.293982
2022-01-17,28.0,1.2600521428571427,0.09017982571782535,1.058198,1.08394915,1.2579025,1.3934959,1.409549,1.3934959,1.08394915,1.2579025
2022-01-18,28.0,1.2349654642857142,0.07759289911310477,1.025934,1.08094535,1.2333020000000001,1.3361273999999999,1.339715,1.3361273999999999,1.08094535,1.2333020000000001
2022-01-19,28.0,1.2146200714285713,0.06453333995347105,1.008992,1.1191648,1.224002,1.2926071,1.345734,1.2926071,1.1191648,1.224002
2022-01-20,28.0,1.2009212142857142,0.05203407791862242,1.081809,1.1405518000000001,1.2028124999999998,1.25487835,1.351331,1.25487835,1.1405518000000001,1.2028124999999998
2022-01-21,28.0,1.18969675,0.053449380571281714,1.12469,1.1267805,1.176634,1.26350795,1.345131,1.26350795,1.1267805,1.176634
2022-01-22,28.0,1.1784554285714286,0.06314243416478309,1.087707,1.1099592999999999,1.1570464999999999,1.28500795,1.306825,1.28500795,1.1099592999999999,1.1570464999999999
2022-01-23,28.0,1.1654345,0.07740646501160348,1.056737,1.08942455,1.140777,1.3188870499999998,1.360413,1.3188870499999998,1.08942455,1.140777
2022-01-24,28.0,1.1514600357142857,0.09039407314374762,1.059564,1.06623485,1.1152645,1.3580472499999998,1.411114,1.3580472499999998,1.06623485,1.1152645
2022-01-25,28.0,1.1364761785714286,0.09911822436571076,1.056418,1.064953,1.0995495,1.3565491499999998,1.464225,1.3565491499999998,1.064953,1.0995495
2022-01-26,28.0,1.1169526785714285,0.0953033901227698,1.036492,1.04307745,1.0766205,1.294854,1.477145,1.294854,1.04307745,1.0766205
2022-01-27,28.0,1.0921048571428573,0.07625281028687074,1.011084,1.0195168,1.0721205,1.2343424,1.353238,1.2343424,1.0195168,1.0721205
2022-01-28,28.0,1.0662891785714286,0.060558879891454996,0.982156,0.99989445,1.0508695000000001,1.1672393,1.243437,1.1672393,0.99989445,1.0508695000000001
2022-01-29,28.0,1.0406087142857143,0.05244195983911353,0.955855,0.9802107,1.0216539999999998,1.11055025,1.157826,1.11055025,0.9802107,1.0216539999999998
2022-01-30,28.0,1.0157139642857145,0.04918959774818561,0.941304,0.9555987,1.002857,1.0924114,1.097568,1.0924114,0.9555987,1.002857
2022-01-31,28.0,0.990031392857143,0.04737179960407707,0.923786,0.9313810499999999,0.983568,1.0642623,1.095489,1.0642623,0.9313810499999999,0.983568
2022-02-01,28.0,0.9630150000000001,0.04513497579811355,0.892908,0.9140494,0.9569435,1.0449011499999998,1.049507,1.0449011499999998,0.9140494,0.9569435
2022-02-02,28.0,0.9370641428571428,0.044026119874889,0.864325,0.8883291,0.9256545,1.0159346,1.027765,1.0159346,0.8883291,0.9256545
2022-02-03,28.0,0.9134083928571429,0.042337082622543744,0.854481,0.8574709,0.9016455,0.98613995,1.002858,0.98613995,0.8574709,0.9016455
2022-02-04,28.0,0.8917259642857144,0.04261616301139149,0.821867,0.8380804,0.8787795,0.9609759,0.982859,0.9609759,0.8380804,0.8787795
2022-02-05,28.0,0.8724425000000001,0.04872856180205092,0.801217,0.8140241,0.8581165,0.9608139499999999,0.964711,0.9608139499999999,0.8140241,0.8581165
2022-02-06,28.0,0.8554898571428573,0.06083906550084307,0.771749,0.78521885,0.8370235,0.96085775,0.983253,0.96085775,0.78521885,0.8370235
2022-02-07,28.0,0.8422167142857144,0.07517092836051721,0.759623,0.77161705,0.804545,0.99498825,1.002488,0.99498825,0.77161705,0.804545
2022-02-08,28.0,0.8328012142857143,0.0907156004311387,0.748594,0.7590354,0.785541,1.01768425,1.042311,1.01768425,0.7590354,0.785541
2022-02-09,28.0,0.8254501785714286,0.10696660469201263,0.696092,0.7241547500000001,0.7769865,1.0371792499999999,1.083296,1.0371792499999999,0.7241547500000001,0.7769865
2022-02-10,28.0,0.8181027500000001,0.12036048806125123,0.645103,0.6916695,0.771611,1.04888165,1.113085,1.04888165,0.6916695,0.771611
2022-02-11,28.0,0.8118095714285714,0.1245864204562673,0.631475,0.6649164,0.7704,1.0529722,1.084883,1.0529722,0.6649164,0.7704
2022-02-12,28.0,0.8080378214285714,0.12032249660809058,0.634399,0.6801505999999999,0.7592669999999999,1.0311732,1.049399,1.0311732,0.6801505999999999,0.7592669999999999
2022-02-13,28.0,0.8078657857142856,0.11232272910395202,0.6548,0.7052494499999999,0.7552715,1.00777,1.015581,1.00777,0.7052494499999999,0.7552715
2022-02-14,28.0,0.8101368928571427,0.10179837313272534,0.68879,0.7243644499999999,0.757799,0.99954985,1.006912,0.99954985,0.7243644499999999,0.757799
2022-02-15,28.0,0.8175477857142858,0.09076010989757033,0.720331,0.7215111000000001,0.7869250000000001,0.9908689,1.006599,0.9908689,0.7215111000000001,0.7869250000000001
2022-02-16,28.0,0.8361389285714287,0.08194128383490966,0.709342,0.7194733,0.8164445,0.98176635,1.01001,0.98176635,0.7194733,0.8164445
2022-02-17,28.0,0.8723248214285714,0.07560044291613034,0.723071,0.7731753,0.853792,1.0113934,1.013411,1.0113934,0.7731753,0.853792
2022-02-18,28.0,0.9272971785714287,0.08091868156733995,0.80797,0.80892385,0.925793,1.040805,1.128949,1.040805,0.80892385,0.925793
2022-02-19,28.0,1.0025434642857145,0.10211378030103992,0.797493,0.85748655,0.9801925,1.15483735,1.249554,1.15483735,0.85748655,0.9801925
2022-02-20,28.0,1.0987574999999998,0.1330109561214163,0.802904,0.940357,1.1084209999999999,1.2968165999999999,1.364187,1.2968165999999999,0.940357,1.1084209999999999
2022-02-21,28.0,1.2125042142857143,0.15464464077274115,0.92884,1.01445925,1.2171699999999999,1.4582605,1.474777,1.4582605,1.01445925,1.2171699999999999
2022-02-22,28.0,1.3263591785714284,0.1661125264199952,1.101668,1.106914,1.3247395,1.5841869,1.619768,1.5841869,1.106914,1.3247395
2022-02-23,28.0,1.4145401071428572,0.1685074124447941,1.156231,1.1828106,1.399278,1.6805277,1.683059,1.6805277,1.1828106,1.399278
2022-02-24,28.0,1.4620907857142857,0.1585950412001766,1.212545,1.2364792,1.484337,1.68801425,1.745309,1.68801425,1.2364792,1.484337
2022-02-25,28.0,1.4715339285714286,0.15874931196279682,1.222927,1.26087845,1.4705785,1.7214447,1.726622,1.7214447,1.26087845,1.4705785
2022-02-26,28.0,1.4441743571428576,0.16995582493787076,1.205847,1.22263005,1.4181460000000001,1.71281205,1.843657,1.71281205,1.22263005,1.4181460000000001
2022-02-27,28.0,1.386089142857143,0.1723775708576776,1.161314,1.17021725,1.3665034999999999,1.65346455,1.846028,1.65346455,1.17021725,1.3665034999999999
2022-02-28,28.0,1.3055471071428573,0.14877240242193948,1.098278,1.10296625,1.2928755,1.53587225,1.640309,1.53587225,1.10296625,1.2928755
2022-03-01,28.0,1.2228200714285715,0.13804392246053793,1.02958,1.0417462499999999,1.1877385,1.4862749,1.552425,1.4862749,1.0417462499999999,1.1877385
2022-03-02,28.0,1.1481509285714286,0.14342410680679885,0.965458,0.9913147999999999,1.1326939999999999,1.4509562499999997,1.536081,1.4509562499999997,0.9913147999999999,1.1326939999999999
2022-03-03,28.0,1.0795286785714286,0.13915111845335193,0.910757,0.9555401,1.0458615,1.3359122999999997,1.520085,1.3359122999999997,0.9555401,1.0458615
2022-03-04,28.0,1.017821857142857,0.12507649384830966,0.892001,0.89883495,0.9819425,1.2417182999999998,1.381119,1.2417182999999998,0.89883495,0.9819425
2022-03-05,28.0,0.9672830357142859,0.11706943028264202,0.831795,0.83861955,0.9262075000000001,1.17076795,1.263342,1.17076795,0.83861955,0.9262075000000001
2022-03-06,28.0,0.9274086785714285,0.1117567515736757,0.75586,0.82240205,0.889569,1.13863695,1.172841,1.13863695,0.82240205,0.889569
2022-03-07,28.0,0.8974717142857144,0.10456994081151023,0.7503,0.7925782499999999,0.863618,1.09712015,1.123768,1.09712015,0.7925782499999999,0.863618
2022-03-08,28.0,0.8751095357142856,0.09559157356730116,0.76016,0.78064305,0.839735,1.05206095,1.101285,1.05206095,0.78064305,0.839735
2022-03-09,28.0,0.8587095,0.0845642450121887,0.773733,0.7785468499999999,0.826136,1.01891275,1.069035,1.01891275,0.7785468499999999,0.826136
2022-03-10,28.0,0.8486315,0.07411425742605005,0.779737,0.7858548000000001,0.8167610000000001,0.9934259,1.037556,0.9934259,0.7858548000000001,0.8167610000000001
2022-03-11,28.0,0.8439260357142857,0.06391420836442026,0.785002,0.79136085,0.8147825,0.96857385,1.008033,0.96857385,0.79136085,0.8147825
2022-03-12,28.0,0.8423918928571429,0.053145673333067606,0.789227,0.79359655,0.8204115000000001,0.9433663,0.979721,0.9433663,0.79359655,0.8204115000000001
