date,count,mean,std,min,5%,50%,95%,max
2021-01-01,7.0,0.960752,0.0386,0.906018,0.913316,0.960911,1.014207,1.028223
2021-01-02,7.0,0.977504,0.042396,0.923354,0.934563,0.966102,1.039459,1.062274
2021-01-03,7.0,0.987425,0.035265,0.942255,0.94925,0.977568,1.038603,1.049243
2021-01-04,7.0,0.991605,0.027967,0.962559,0.963853,0.97556,1.026935,1.029412
2021-01-05,7.0,0.98967,0.018237,0.968216,0.969807,0.981756,1.011035,1.011283
2021-01-06,7.0,0.985071,0.010996,0.969595,0.970046,0.987834,0.995948,0.99616
2021-01-07,7.0,0.979893,0.00983,0.966545,0.967756,0.979878,0.99081,0.991699
2021-01-08,7.0,0.97414,0.015335,0.955999,0.957666,0.968984,0.99427,0.995609
2021-01-09,7.0,0.967508,0.021097,0.940082,0.942686,0.966918,0.995765,0.99955
2021-01-10,7.0,0.962547,0.024809,0.93286,0.934252,0.964808,0.996892,1.003512
2021-01-11,7.0,0.95828,0.028572,0.919002,0.924447,0.959932,0.998013,1.007484
2021-01-12,7.0,0.955514,0.028273,0.919925,0.924989,0.95339,0.996321,1.007462
2021-01-13,7.0,0.949691,0.020665,0.923591,0.926841,0.946674,0.978104,0.98387
2021-01-14,7.0,0.942825,0.013261,0.927535,0.9277,0.939747,0.958272,0.958864
2021-01-15,7.0,0.932674,0.008935,0.921412,0.923131,0.931759,0.945802,0.950105
2021-01-16,7.0,0.919009,0.014598,0.897983,0.899357,0.924209,0.935145,0.936263
2021-01-17,7.0,0.902244,0.025626,0.867692,0.869621,0.907034,0.934438,0.941043
2021-01-18,7.0,0.885697,0.040631,0.835577,0.838116,0.887485,0.939014,0.945729
2021-01-19,7.0,0.868929,0.056413,0.800836,0.806149,0.861823,0.942848,0.948423
2021-01-20,7.0,0.857276,0.070171,0.762481,0.772844,0.834345,0.946643,0.950869
2021-01-21,7.0,0.850397,0.088013,0.732285,0.740061,0.860915,0.950647,0.953426
2021-01-22,7.0,0.857445,0.094189,0.727931,0.740942,0.892427,0.954854,0.956093
2021-01-23,7.0,0.884063,0.087147,0.746934,0.757851,0.928535,0.959764,0.960149
2021-01-24,7.0,0.932607,0.06616,0.805245,0.826826,0.962327,0.978988,0.982729
2021-01-25,7.0,0.995935,0.063755,0.900057,0.920945,0.990419,1.083995,1.114746
2021-01-26,7.0,1.072232,0.094004,1.008712,1.009581,1.019093,1.221872,1.256771
2021-01-27,7.0,1.151751,0.140264,1.035831,1.036629,1.090094,1.363675,1.394236
2021-01-28,7.0,1.224301,0.178763,1.058775,1.062896,1.121486,1.46629,1.478898
2021-01-29,7.0,1.257752,0.177183,1.081352,1.089129,1.151229,1.494823,1.520804
2021-01-30,7.0,1.251178,0.145978,1.103178,1.114439,1.191076,1.472523,1.510322
2021-01-31,7.0,1.217469,0.08415,1.117541,1.131219,1.203425,1.341431,1.376878
2021-02-01,7.0,1.182396,0.068494,1.09158,1.092306,1.200474,1.252511,1.254109
2021-02-02,7.0,1.138498,0.079247,1.029423,1.040609,1.159878,1.228892,1.230276
2021-02-03,7.0,1.086401,0.088605,0.972825,0.985871,1.082627,1.211614,1.233473
2021-02-04,7.0,1.029204,0.079115,0.930153,0.937407,1.017689,1.141631,1.163201
2021-02-05,7.0,0.986984,0.060397,0.907103,0.921273,0.97299,1.074451,1.093096
2021-02-06,7.0,0.961947,0.044958,0.907668,0.910435,0.972625,1.021015,1.03216
2021-02-07,7.0,0.952196,0.054331,0.861399,0.880065,0.957451,1.018707,1.036712
2021-02-08,7.0,0.95351,0.089317,0.817702,0.83395,0.976076,1.061919,1.079423
2021-02-09,7.0,0.96997,0.115556,0.830338,0.837919,1.020163,1.105804,1.12179
2021-02-10,7.0,1.001573,0.131293,0.830118,0.838716,1.056975,1.148582,1.162452
2021-02-11,7.0,1.045208,0.128411,0.858499,0.872823,1.093863,1.180814,1.188661
2021-02-12,7.0,1.081476,0.108821,0.905947,0.922516,1.129799,1.184143,1.193453
2021-02-13,7.0,1.106672,0.085197,0.960873,0.979269,1.151243,1.184413,1.19324
2021-02-14,7.0,1.120746,0.075023,1.0219,1.032945,1.104083,1.221976,1.238153
2021-02-15,7.0,1.122807,0.087158,1.020928,1.033354,1.104064,1.250313,1.292159
2021-02-16,7.0,1.105374,0.088573,0.985354,0.997028,1.093516,1.212215,1.215824
2021-02-17,7.0,1.076554,0.097829,0.950945,0.962215,1.051484,1.196737,1.203658
2021-02-18,7.0,1.039942,0.097307,0.924315,0.933223,1.012883,1.171367,1.180694
2021-02-19,7.0,1.011892,0.089236,0.926959,0.931811,0.976381,1.141658,1.149937
2021-02-20,7.0,0.994109,0.080919,0.927271,0.931357,0.95548,1.115382,1.122869
2021-02-21,7.0,0.986204,0.076625,0.902692,0.906229,0.967468,1.091736,1.098621
2021-02-22,7.0,0.990069,0.073756,0.862211,0.88645,0.993582,1.070107,1.076542
2021-02-23,7.0,1.007916,0.057173,0.897738,0.923656,1.020716,1.062053,1.064594
2021-02-24,7.0,1.032866,0.04274,0.953203,0.973126,1.040254,1.081687,1.095975
2021-02-25,7.0,1.061211,0.032567,1.01531,1.024096,1.053284,1.106106,1.119047
2021-02-26,7.0,1.083405,0.023136,1.052073,1.054962,1.08177,1.112787,1.118897
2021-02-27,7.0,1.098721,0.040878,1.059328,1.062475,1.081563,1.158768,1.162743
2021-02-28,7.0,1.106211,0.067414,1.049736,1.053357,1.07759,1.207933,1.21504
2021-03-01,7.0,1.099766,0.079445,1.027743,1.032414,1.073031,1.224763,1.257889
2021-03-02,7.0,1.07757,0.06287,1.006749,1.012458,1.079422,1.168463,1.198263
2021-03-03,7.0,1.050636,0.048699,0.98639,0.993152,1.055913,1.118404,1.134447
2021-03-04,7.0,1.022265,0.036603,0.971079,0.977515,1.016599,1.072763,1.079847
2021-03-05,7.0,0.99992,0.021946,0.979475,0.98013,0.991683,1.030562,1.031238
2021-03-06,7.0,0.984528,0.023436,0.94352,0.948874,0.99136,1.003138,1.003161
2021-03-07,7.0,0.974812,0.045707,0.915275,0.920095,0.978199,1.027753,1.03015
2021-03-08,7.0,0.973522,0.06478,0.900934,0.903526,0.95361,1.052832,1.057745
2021-03-09,7.0,0.982005,0.07811,0.87856,0.893038,0.959587,1.077681,1.085074
2021-03-10,7.0,1.001114,0.080592,0.911742,0.911748,0.988462,1.101823,1.111571
2021-03-11,7.0,1.029167,0.072375,0.943516,0.948368,1.018699,1.124138,1.136718
2021-03-12,7.0,1.056765,0.057859,0.987222,0.994796,1.04966,1.136871,1.154254
2021-03-13,7.0,1.079626,0.033654,1.033949,1.038583,1.080638,1.124224,1.136527
2021-03-14,7.0,1.099866,0.016501,1.082096,1.082133,1.094728,1.122264,1.12525
2021-03-15,7.0,1.115399,0.031713,1.090581,1.091589,1.106841,1.165524,1.180612
2021-03-16,7.0,1.124055,0.05342,1.078425,1.081451,1.102915,1.207542,1.22085
2021-03-17,7.0,1.120411,0.056262,1.062045,1.069392,1.099218,1.203537,1.208526
2021-03-18,7.0,1.106513,0.044753,1.046659,1.058054,1.095729,1.170503,1.176288
2021-03-19,7.0,1.090101,0.035918,1.032133,1.042239,1.091847,1.135335,1.139099
2021-03-20,7.0,1.07461,0.032208,1.0187,1.025645,1.087101,1.104341,1.106445
2021-03-21,7.0,1.058571,0.032219,1.005749,1.009796,1.074828,1.083504,1.083881
2021-03-22,7.0,1.041052,0.032632,0.993057,0.994404,1.05212,1.073303,1.07711
2021-03-23,7.0,1.023262,0.032946,0.976389,0.977622,1.032598,1.05826,1.064399
2021-03-24,7.0,1.007871,0.034586,0.955421,0.959182,1.024474,1.044098,1.051212
2021-03-25,7.0,0.996142,0.035853,0.93908,0.943951,1.005971,1.032578,1.038693
2021-03-26,7.0,0.989599,0.030391,0.946056,0.947655,0.999048,1.02237,1.026698
2021-03-27,7.0,0.987275,0.021335,0.958549,0.961819,0.993462,1.012473,1.015103
2021-03-28,7.0,0.987238,0.01667,0.955956,0.961814,0.989641,1.0028,1.003798
2021-03-29,7.0,0.990959,0.013268,0.964493,0.971213,0.993724,1.004336,1.007961
2021-03-30,7.0,0.99633,0.017454,0.977297,0.979346,0.989952,1.022907,1.027902
2021-03-31,7.0,1.00197,0.025989,0.981336,0.982127,0.990544,1.042434,1.047916
2021-04-01,7.0,1.006416,0.034784,0.978517,0.978684,0.987975,1.058335,1.062745
2021-04-02,7.0,1.005841,0.036673,0.974126,0.974587,0.982182,1.057396,1.061454
2021-04-03,7.0,1.00076,0.033346,0.969114,0.970464,0.978854,1.042069,1.046521
2021-04-04,7.0,0.995464,0.03112,0.964016,0.965951,0.976657,1.037766,1.042013
2021-04-05,7.0,0.987675,0.02619,0.958814,0.960517,0.980633,1.025442,1.032074
2021-04-06,7.0,0.980539,0.021621,0.95553,0.956391,0.976709,1.011238,1.019225
2021-04-07,7.0,0.975706,0.018213,0.954399,0.955979,0.975507,1.001371,1.006754
2021-04-08,7.0,0.973717,0.01828,0.946106,0.949816,0.976191,0.994072,0.994533
2021-04-09,7.0,0.975837,0.019148,0.945069,0.947842,0.982449,0.994502,0.99722
2021-04-10,7.0,0.981898,0.018122,0.954439,0.958124,0.988738,1.001014,1.001266
2021-04-11,7.0,0.988763,0.019881,0.959681,0.962256,0.995107,1.010231,1.012877
2021-04-12,7.0,0.996795,0.022372,0.957444,0.965019,0.997516,1.022233,1.025401
2021-04-13,7.0,1.003369,0.025684,0.956605,0.967042,1.006699,1.032232,1.03402
2021-04-14,7.0,1.005891,0.027219,0.955744,0.964182,1.012793,1.031964,1.036863
2021-04-15,7.0,1.003561,0.028191,0.95486,0.961299,1.014334,1.029027,1.029406
2021-04-16,7.0,0.995639,0.028682,0.953951,0.958381,0.999226,1.031054,1.037134
2021-04-17,7.0,0.981261,0.023457,0.953018,0.955414,0.979141,1.013163,1.015008
2021-04-18,7.0,0.96243,0.014039,0.95074,0.950772,0.959249,0.983995,0.987492
2021-04-19,7.0,0.942061,0.007606,0.93341,0.934021,0.941284,0.953051,0.95654
2021-04-20,7.0,0.921287,0.009461,0.910767,0.910925,0.918859,0.933849,0.935414
2021-04-21,7.0,0.901091,0.017039,0.878215,0.880316,0.899763,0.923387,0.925401
2021-04-22,7.0,0.882407,0.026556,0.843535,0.849118,0.891907,0.912462,0.914956
2021-04-23,7.0,0.867202,0.03479,0.812622,0.817151,0.884302,0.900973,0.903986
2021-04-24,7.0,0.857957,0.035898,0.797116,0.803309,0.872449,0.888803,0.892386
2021-04-25,7.0,0.855285,0.026996,0.805373,0.813183,0.867042,0.87757,0.880033
2021-04-26,7.0,0.855096,0.017764,0.823635,0.830285,0.85908,0.874736,0.877748
2021-04-27,7.0,0.856724,0.016492,0.832351,0.836419,0.855416,0.879315,0.88448
2021-04-28,7.0,0.860822,0.024377,0.828213,0.832773,0.852783,0.891361,0.892056
2021-04-29,7.0,0.866467,0.037458,0.825712,0.828354,0.844872,0.91164,0.91524
2021-04-30,7.0,0.870312,0.051596,0.823225,0.823691,0.840498,0.938131,0.938132
2021-05-01,7.0,0.868322,0.060274,0.814059,0.816071,0.83745,0.956686,0.968298
2021-05-02,7.0,0.858485,0.055794,0.804254,0.807917,0.834293,0.939697,0.950195
2021-05-03,7.0,0.849025,0.04713,0.806356,0.806465,0.831022,0.916677,0.923756
2021-05-04,7.0,0.841129,0.036383,0.806654,0.808174,0.827632,0.892978,0.896707
2021-05-05,7.0,0.833652,0.024541,0.809036,0.811009,0.82339,0.868156,0.868503
2021-05-06,7.0,0.825485,0.0137,0.81239,0.812985,0.818555,0.845935,0.849105
2021-05-07,7.0,0.817375,0.013252,0.803662,0.804169,0.816858,0.835384,0.837607
2021-05-08,7.0,0.810225,0.025908,0.77428,0.77934,0.815208,0.84301,0.850101
2021-05-09,7.0,0.805502,0.03597,0.763066,0.766717,0.79957,0.85175,0.86011
2021-05-10,7.0,0.796325,0.040694,0.75499,0.755676,0.78208,0.841736,0.842772
2021-05-11,7.0,0.781097,0.042872,0.736838,0.739672,0.762358,0.836197,0.843574
2021-05-12,7.0,0.759829,0.040107,0.713362,0.718048,0.739915,0.813575,0.82251
2021-05-13,7.0,0.736642,0.035758,0.689001,0.696535,0.726645,0.785413,0.794873
2021-05-14,7.0,0.71356,0.028347,0.679132,0.681609,0.715497,0.753802,0.764017
2021-05-15,7.0,0.690792,0.020111,0.672419,0.673038,0.687506,0.721382,0.729027
2021-05-16,7.0,0.666589,0.022731,0.624881,0.633257,0.67034,0.691078,0.692104
2021-05-17,7.0,0.646085,0.034137,0.574086,0.594259,0.651777,0.675376,0.680049
2021-05-18,7.0,0.633745,0.037743,0.570698,0.57751,0.65566,0.664914,0.667041
2021-05-19,7.0,0.632681,0.034912,0.586194,0.588079,0.652968,0.666273,0.669225
2021-05-20,7.0,0.644568,0.028523,0.609967,0.612627,0.637702,0.683652,0.691881
2021-05-21,7.0,0.670181,0.033192,0.621092,0.627793,0.676196,0.713709,0.726401
2021-05-22,7.0,0.714545,0.058323,0.608131,0.63097,0.71646,0.774228,0.775772
2021-05-23,7.0,0.784885,0.091926,0.631204,0.657521,0.786406,0.891868,0.909499
2021-05-24,7.0,0.870675,0.131324,0.679059,0.706086,0.85108,1.04357,1.066059
2021-05-25,7.0,0.948301,0.145706,0.754736,0.77968,0.91168,1.132917,1.162903
2021-05-26,7.0,1.009515,0.151915,0.865522,0.867911,1.013579,1.230701,1.310503
2021-05-27,7.0,1.042417,0.105382,0.887205,0.922134,1.018526,1.193707,1.229798
2021-05-28,7.0,1.060649,0.104866,0.902647,0.924633,1.092175,1.176787,1.194705
2021-05-29,7.0,1.055537,0.142771,0.919783,0.928455,1.056345,1.268762,1.345017
2021-05-30,7.0,1.01418,0.112969,0.921356,0.924924,0.98716,1.185099,1.249437
2021-05-31,7.0,0.968585,0.085654,0.895112,0.901277,0.92295,1.099507,1.142879
2021-06-01,7.0,0.927078,0.067613,0.860356,0.865701,0.897618,1.030096,1.055842
2021-06-02,7.0,0.888875,0.057482,0.802633,0.820393,0.880658,0.968578,0.979922
2021-06-03,7.0,0.855489,0.046444,0.777987,0.796227,0.844164,0.912013,0.91301
2021-06-04,7.0,0.821229,0.039441,0.756691,0.766881,0.824864,0.867827,0.877293
2021-06-05,7.0,0.788167,0.037438,0.732382,0.740298,0.780588,0.835087,0.838997
2021-06-06,7.0,0.757799,0.037395,0.70433,0.710866,0.747808,0.802308,0.804157
2021-06-07,7.0,0.72687,0.038645,0.671559,0.676597,0.727358,0.772191,0.77984
2021-06-08,7.0,0.693076,0.04458,0.632741,0.636107,0.702343,0.747889,0.753875
2021-06-09,7.0,0.65574,0.056061,0.590831,0.590987,0.64392,0.727015,0.73346
2021-06-10,7.0,0.617547,0.067637,0.52601,0.540894,0.584709,0.704099,0.711623
2021-06-11,7.0,0.581546,0.080076,0.454909,0.475175,0.56674,0.67745,0.686323
2021-06-12,7.0,0.550224,0.083649,0.427264,0.435299,0.561683,0.646089,0.656681
2021-06-13,7.0,0.525976,0.077024,0.414454,0.418543,0.540142,0.608686,0.621504
2021-06-14,7.0,0.510164,0.067054,0.417223,0.417407,0.528758,0.577597,0.579146
2021-06-15,7.0,0.509768,0.057105,0.425278,0.433604,0.516988,0.580381,0.60052
2021-06-16,7.0,0.536492,0.05716,0.46987,0.480586,0.517341,0.622401,0.649132
2021-06-17,7.0,0.607795,0.118402,0.511866,0.511967,0.580054,0.788555,0.817472
2021-06-18,7.0,0.756618,0.273723,0.517225,0.523254,0.709368,1.160894,1.281706
2021-06-19,7.0,0.937576,0.394366,0.539665,0.556397,0.953692,1.485989,1.542685
2021-06-20,7.0,1.106462,0.434919,0.591427,0.623993,1.17255,1.646727,1.709643
2021-06-21,7.0,1.357021,0.426673,0.690927,0.751542,1.38327,1.809973,1.823717
2021-06-22,7.0,1.713826,0.554198,0.880429,1.015844,1.581878,2.448809,2.568807
2021-06-23,7.0,2.071841,0.756476,1.335408,1.413471,1.902327,3.251006,3.615391
2021-06-24,7.0,2.276712,0.799497,1.598385,1.620878,1.978964,3.490433,3.925922
2021-06-25,7.0,2.302907,0.765314,1.592128,1.599341,1.995731,3.430652,3.718996
2021-06-26,7.0,2.283048,0.706568,1.568292,1.596948,2.029849,3.200493,3.354583
2021-06-27,7.0,2.281072,0.591752,1.52759,1.535625,2.247731,2.928456,2.953102
2021-06-28,7.0,2.233976,0.5682,1.436745,1.453483,2.448896,2.75303,2.756457
